title,link,authors,publication
The Cooperative Royal Road: Avoiding Hitchhiking,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:nZcligLrVowC,"G Ochoa, E Lutton, E Burke","International Conference on Artificial Evolution (Evolution Artificielle …, 2007"
Using simulated annealing to study behaviour of various exam timetabling data sets,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:IUKN3-7HHlwC,"E Burke, A Eckersley, B McCollum, P Sanja, R Qu",
Similarity measures for exam timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:rmuvC79q63oC,"E Burke, A Eckersley, B McCollum, S Petrovic, R Qu",
A genetic algorithms tutorial tool for numerical function optimisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:9c2xU6iGI7YC,"EK Burke, DB Varley","Proceedings of the 2nd conference on Integrating technology into computer …, 1997"
Learning to construct quality software with the Ceilidh system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:umqufdRvDiIC,"S Benford, E Burke, E Foxley","Software Quality Journal 2 (3), 177-197, 1993"
A pattern recognition based intelligent search method and two assignment problem case studies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:7BrZ7Jt4UNcC,"J Li, EK Burke, R Qu","Applied Intelligence 36 (2), 442-453, 2012"
Adaptive selection of heuristics for improving constructed exam timetables,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:WC9gN4BGCRcC,"EK Burke, R Qu, A Soghier","proceedings of PATAT10, 136-151, 2010"
A greedy hyper-heuristic in dynamic environments,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:kVjdVfd2voEC,"E Ozcan, SE Uyar, E Burke","Proceedings of the 11th annual conference companion on genetic and …, 2009"
"Genetic and Evolutionary Computation—GECCO 2004: Genetic and Evolutionary Computation Conference, Seattle, WA, USA, June 26–30, 2004 Proceedings, Part II",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:nPTYJWkExTIC,"K Deb, R Poli, W Banzhaf, HG Beyer, E Burke, P Darwen, D Dasgupta, ...","Springer, 2004"
An ant algorithm hyper-heuristic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:5MTHONV0fEkC,"E Burke, G Kendall, R O’Brien, D Redrup, E Soubeiga","Proceedings of the fifth metaheuristics international conference (MIC’03) 10 …, 2003"
Evaluation of two dimensional bin packing problem using the no fit polygon,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:HtS1dXgVpQUC,"EK Burke, G Kendall","Proceedings of the 26th International Conference on Computers and Industrial …, 1999"
Hyflex: A benchmark framework for cross-domain heuristic search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Ehil0879vHcC,"E Burke, T Curtois, M Hyde, G Ochoa, JA Vazquez-Rodriguez","arXiv preprint arXiv:1107.5462, 2011"
Providing a memory mechanism to enhance the evolutionary design of heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PVgj2kMGcgYC,"EK Burke, MR Hyde, G Kendall","IEEE Congress on Evolutionary Computation, 1-8, 2010"
"Hyper-heuristics: A survey of the state of the art. School of Computer Science and Information Technology, University of Nottingham",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:vnF2_uLGgtgC,"EK Burke, M Hyde, G Kendall, G Ochoa, E Ozcan, R Qu","Computer Science Technical Report No. NOTTCS-TR-SUB-0906241418-2747, 2010"
Towards the decathlon challenge of search heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:BzfGm06jWhQC,"EK Burke, T Curtois, G Kendall, M Hyde, G Ochoa, JA Vazquez-Rodriguez","Proceedings of the 11th Annual Conference Companion on Genetic and …, 2009"
"Proceedings of the Genetic and Evolutionary Computation Conference, GECCO-2001",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:fF_gHTpLxhAC,"L Spector, ED Goodman, A Wu, WB Langdon, HM Voigt, M Gen, S Sen, ...","Morgan Kaufmann, 2001"
The automated timetabling of university exams using a hybrid genetic algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:HtEfBTGE9r8C,"E Burke, D Elliman, R Weare","The AISB Workshop on Evolutionary Computing, 1995"
A separability prototype for automatic memes with adaptive operator selection,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:H7nrzBkawXsC,"MG Epitropakis, F Caraffini, F Neri, EK Burke","2014 IEEE symposium on foundations of computational intelligence (FOCI), 70-77, 2014"
University space planning and space-type profiles,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Br1UauaknNIC,"C Beyrouthy, EK Burke, B McCollum, P McMullan, AJ Parkes","Journal of Scheduling 13 (4), 363-374, 2010"
Hybridizing integer programming models with an adaptive decomposition approach for exam timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:1lhNe0rCu4AC,"R Qu, F He, EK Burke","Proceedings of the 4th Multidisciplinary International Scheduling: Theory …, 2009"
Understanding the role of UFOs within space exploitation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:IRz6iEL74y4C,"C Beyrouthy, EK Burke, JD Landa-Silva, B McCollum, P McMullan, ...","Proceedings of the 6th International Conference on the Practice and Theory …, 2006"
An adaptive flex-deluge approach to university exam timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Gpwnp1kGG20C,"EK Burke, Y Bykov","INFORMS Journal on Computing 28 (4), 781-794, 2016"
Problem model for nurse rostering benchmark instances,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:j7_hQOaDUrUC,"EK Burke, T Curtois, R Qu, G Vanden-Berghe","ASAP, School of Computer Science, University of Nottingham, Jubilee Campus …, 2008"
Examination timetabling: a new formulation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4hFrxpcac9AC,"EK Burke, B McCollum, P McMullan, R Qu","Proceedings of the 6th International Conference on the Practice and Theory …, 2006"
Applying Ahuja-Orlin’s large neighbourhood for constructing examination timetabling solution,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:QYdC8u9Cj1oC,"S Abdullah, S Ahmadi, E Burke, M Dror","Proceedings of the Fifth International Conference on the Practice and Theory …, 2004"
Experiences with the Ceilidh system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:QoJ_w57xiyAC,"SD Benford, EK Burke, E Foxley","na, 1993"
Pruning rules for optimal runway sequencing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:wuD5JclIwkYC,"G De Maere, JAD Atkin, EK Burke","Transportation Science 52 (4), 898-916, 2018"
Comments on: An overview of curriculum-based course timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ifOnle78iJkC,"EK Burke, JH Drake, B McCollum, E Özcan","Top 23 (2), 355-358, 2015"
Threshold effects in the teaching space allocation problem with splitting,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:1wZ_wKGpLuwC,"C Beyrouthy, EK Burke, D Landa-Silva, B McCollum, P McMullan, ...","European Journal of Operational Research (EJOR), 2008"
Simplified partial digest problem: enumerative and dynamic programming algorithms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:LhH-TYMQEocC,"J Blazewicz, E Burke, M Kasprzak, A Kovalev, M Kovalyov","IEEE/ACM Transactions on Computational Biology and Bioinformatics 4 (4), 668-680, 2007"
Determining rules in fuzzy multiple heuristic orderings for constructing examination timetables,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:buQ7SEKw-1sC,"H Asmuni, EK Burke, JM Garibaldi, B McCollum","Proceedings of the 3rd multidisciplinary international conference on …, 2007"
The tree-string problem: an artificial domain for structure and content search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:r_AWSJRzSzQC,"S Gustafson, EK Burke, N Krasnogor","European Conference on Genetic Programming, 215-226, 2005"
Applying heuristic methods to schedule sports competitions on multiple venues,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:blknAaTinKkC,"EK Burke, D De Werra, JDL Silva, C Raess","Proceedings PATAT 2004, 451-456, 2004"
Making airline schedules more robust,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:zGdJYJv2LkUC,"F Bian, EK Burke, S Jain, G Kendall, GM Koole, JDL Silva, J Mulder, ...","Proceedings of the first Multidisciplinary International Conference on …, 2003"
Proceedings of the Genetic and Evolutionary Computation Conference 2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:mlAyqtXpCwEC,"WB Langdon, E Cantu-Paz, K Mathias, R Roy, D Davis, R Poli, ...","Morgan Kaufmann, 2002"
Unified encoding for hyper-heuristics with application to bioinformatics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:BOlwja0KXvYC,"A Swiercz, EK Burke, M Cichenski, G Pawlak, S Petrovic, T Zurkowski, ...","Central European Journal of Operations Research 22 (3), 567-589, 2014"
An evolutionary algorithm for the over-constrained airport baggage sorting station assignment problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:JP7YXuLIOvAC,"A Ascó, JAD Atkin, EK Burke","Asia-Pacific Conference on Simulated Evolution and Learning, 32-41, 2012"
Fuzzy logic-based production scheduling and rescheduling in the presence of uncertainty,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:QD3KBmkZPeQC,"S Petrovic, D Petrovic, E Burke","Planning Production and Inventories in the Extended Enterprise, 531-562, 2011"
Measuring the robustness of airline fleet schedules,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:P5F9QuxV20EC,"F Bian, EK Burke, S Jain, G Kendall, GM Koole, JD Landa Silva, J Mulder, ...","Multidisciplinary scheduling: theory and applications, 381-392, 2005"
Improving the performance of trajectory-based multiobjective optimisers by using relaxed dominance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:LO7wyVUgiFcC,"EK Burke, JDL Silva","Proceedings of the 4th Asia-Pacific Conference on Simulated Evolution and …, 2002"
Hyper-heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:wkm4DBaukwsC,"MG Epitropakis, EK Burke","Handbook of Heuristics, 1-57, 2018"
A hybrid breakout local search and reinforcement learning approach to the vertex separator problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:8RAEygVn5_EC,"U Benlic, MG Epitropakis, EK Burke","European Journal of Operational Research 261 (3), 803-818, 2017"
A parallel branch-and-bound approach to the rectangular guillotine strip cutting problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:OBSaB-F7qqsC,"S Bąk, J Błażewicz, G Pawlak, M Płaza, EK Burke, G Kendall","INFORMS Journal on Computing 23 (1), 15-25, 2011"
Controlling crossover in a selection hyper-heuristic framework,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:QIV2ME_5wuYC,"JH Drake, E Ozcan, EK Burke","School of Computer Science, University of Nottingham, Tech. Rep. No. NOTTCS …, 2011"
Parallel Problem Solving from Nature (PPSN VIII),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:wlzmIqt2EaEC,"X Yao, E Burke, JA Lozano, J Smith, JJ Merelo-Guervos, J Bullinaria, ...","Springer, 2004"
A phased evolutionary approach for the timetable problem: An initial study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:dBIO0h50nwkC,EK Burke,"ICONIP'97, 1038-1041, 1997"
Extensions to a university exam timetabling system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:mNrWkgRL2YcC,"EK Burke, DG Elliman, R Weare",
An online speed profile generation approach for efficient airport ground movement,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:1xBWf43XMUgC,"T Zhang, M Ding, H Zuo, J Chen, M Weiszer, X Qian, EK Burke","Transportation Research Part C: Emerging Technologies 93, 256-272, 2018"
Airport ground movement: Real world data sets and approaches to handling uncertainty,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:gmHTDCtJMcoC,"AEI Brownlee, J Atkin, J Woodward, U Benlic, EK Burke","Proc. of the Practice and Theory of Automated Timetabling, York, UK, 2014"
New computational results for nurse rostering benchmark instances,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:RHpTSmoSYBkC,"EK Burke, T Curtois","Technical Report, 2011"
Learning heuristic selection in hyperheuristics for examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:WC23djZS0W4C,"EK Burke, M Misir, G Ochoa, E Ozcan","Proceedings of 7th International Conference of Practice and Theory of …, 2008"
A simulated annealing hyper-heuristic: Adaptive heuristic selection for different vehicle routing problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:rTD5ala9j4wC,"R Bai, EK Burke, M Gendreau, G Kendall","Proc. of the 3rd Multidisciplinary Int. Conf. on Scheduling: Theory and …, 2007"
An iterative re-start variable neighbourhood search for the examination timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:BJbdYPG6LGMC,"M Ayob, EK Burke, G Kendall","Practice and Theory of Automated Timetabling. LNCS 1153, 336-344, 2006"
A multi agent system to control complexity in multi modal transport,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:7H_MAutzIkAC,"S Bernaer, E Burke, P De Causmaecker, GV Berghe, T Vermeulen","2006 IEEE Conference on Cybernetics and Intelligent Systems, 1-6, 2006"
The state of the art of examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PuOEWVtPfzwC,"R Qu, EK Burke, B McCollum, LTG Merlot, SY Lee","Technical Report NOTTCS-TR-2006-4, School of CSiT, University of Nottingham, 2006"
Educational timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:tBlTYpvFGQIC,"S Petrovic, EK Burke","Handbook of scheduling: algorithms, models, and performance analysis, 41-45, 2004"
The undecidability of the unification problem for nilpotent groups of class⩾ 5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:u-x6o8ySG0sC,EK Burke,"Journal of the London Mathematical Society 2 (1), 52-58, 1993"
Mathematical justification of a heuristic for statistical correlation of real-life time series,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:CaZNVDsoPx4C,"E Agafonov, A Bargiela, E Burke, E Peytchev","European journal of operational research 198 (1), 275-286, 2009"
Investigating artificial immune systems for job shop rescheduling in changing environments,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:HeT0ZceujKMC,"U Aickelin, E Burke, A Din","arXiv preprint arXiv:0801.4312, 2008"
A scatter search for the nurse rostering problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:gVv57TyPmFsC,"EK Burke, T Curtois, R Qu, GV Berghe","School of Computer Science, University of Nottingham, Tech. Rep, 2007"
A comparison of fuzzy and non-fuzzy ordering heuristics for examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:vDZJ-YLwNdEC,"H Asmuni, EK Burke, JM Garibaldi","Proceeding of 5th International Conference on Recent Advances in Soft …, 2004"
Automated code generation by local search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:__bU50VfleQC,"MR Hyde, EK Burke, G Kendall","Journal of the Operational Research Society 64 (12), 1725-1741, 2013"
Adaptive construction of nurse schedules: A shift sequence based approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:lgwcVrK6X84C,"P Brucker, EK Burke, T Curtois, R Qu, GV Berghe","Journal of Heuristics 16 (4), 559-573, 2010"
Scheduling malleable tasks with interdependent processing rates: Comments and observations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:MpfHP-DdYjUC,"EK Burke, M Dror, JB Orlin","Discrete Applied Mathematics 156 (5), 620-626, 2008"
Pareto-based optimization for multi-objective nurse scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:g5m5HwL7SMYC,"EK Burke, J Li, R Qu","Computer Science Technical Report No. NOTTCS-TR-2007-5, 2007"
The effect of potential field sharing in multi-agent systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:GFxP56DSvIMC,"JL Baxter, EK Burke, JM Garibaldi, M Norman","The 3rd International Conference on Autonomous Robots and Agents (ICARA 2006 …, 2006"
A graph-based hyper heuristic for timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:gKiMpY-AVTkC,"EK Burke, A Meisels, S Petrovic, R Qu","Computer Science Technical Report No. NOTTCS-TR-2004-9, University of Nottingham, 2004"
Unification for nilpotent groups of class 2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:u5HHmVD_uO8C,"EK Burke, JK Truss","Walter de Gruyter, Berlin/New York 7 (Jahresband), 435-458, 1995"
XCODAMS: an engineering design system based on constraint propagation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:yqoGN6RLRZoC,"EK Burke, DG Elliman, MI Heard","WIT Transactions on Information and Communication Technologies 6, 1970"
Multiobjective evolutionary algorithms for strategic deployment of resources in operational units,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:WM2K3OHRCGMC,"JH Drake, A Starkey, G Owusu, EK Burke","European Journal of Operational Research 282 (2), 729-740, 2020"
Late acceptance hill climbing for constrained covering arrays,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:It0W0vAlS5QC,"M Bazargani, JH Drake, EK Burke","International Conference on the Applications of Evolutionary Computation …, 2018"
An iterated local search framework with adaptive operator selection for nurse rostering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:B2rIPIGFPLEC,"A Gretsista, EK Burke","International conference on learning and intelligent optimization, 93-108, 2017"
MLP accompanied beam search for the resonance assignment problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:LGlY6t8CeOMC,"M Szachniuk, M Malaczynski, E Pesch, EK Burke, J Blazewicz","Journal of Heuristics 19 (3), 443-464, 2013"
Adaptive selection of heuristics within a grasp for exam timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:7PzlFSSx8tAC,"EK Burke, R Qu, A Soghier","Proceedings of the 4th Multidisciplinary International Scheduling: Theory …, 2009"
A genetic programming hyperheuristic approach for evolving two dimensional strip packing heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:S2WlVNSe3u4C,"EK Burke, MR Hyde, G Kendall, J Woodward","ASAP research group, 2008"
Improving the room-size profiles of university teaching space,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:48xauSegjOkC,"C Beyrouthy, EK Burke, D Landa-Silva, B McCollum, P McMullan, ...","Dagstuhl Seminar on” Cutting, Packing, Layout and Space Allocation,” March …, 2007"
Integrating human abilities and automated systems for timetabling: A competition using STARK and HuSSH representations at the PATAT 2002 conference,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:_OXeSy2IsFwC,"S Ahmadi, R Barone, E Burke, P Cheng, P Cowling, B McCollum","Proceedings of the 4th international conference on the practice and theory …, 2002"
Fuzzy multiple heurisitc orderings for examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:YGhAHpnIhDoC,"H Asmuni, EK Burke, JM Garibaldi, B McCollum","Burke and Trick [13], 334-353, 0"
Multi-objective routing and scheduling for airport ground movement,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:qCaWouos7ogC,"M Weiszer, EK Burke, J Chen","Transportation Research Part C: Emerging Technologies 119, 102734, 2020"
The practice and theory of automated timetabling.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:L24QuVWYgZ0C,"B McCollum, EK Burke","Ann. Oper. Res. 218 (1), 1-2, 2014"
A hyper-heuristic approach to strip packing problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:M05iB0D1s5AC,"EK Burke, Q Guo, G Kendall","International Conference on Parallel Problem Solving from Nature, 465-474, 2010"
A self-organising hyper-heuristic framework,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:sJsF-0ZLhtgC,"E Ozcan, M Misir, EK Burke","Proceedings of the 4th Multidisciplinary International Scheduling Conference …, 2009"
Constructive versus improvement heuristics: an investigation of examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ubry08Y2EpUC,"EK Burke, G Kendal, B McCollum, P McMullan","3rd Multidisciplinary international scheduling conference: theory and …, 2007"
Ramped half-n-half initialisation bias in GP,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=300&pagesize=100&citation_for_view=rUHfmpQAAAAJ:XUvXOeBm_78C,"E Burke, S Gustafson, G Kendall","Genetic and Evolutionary Computation Conference, 1800-1801, 2003"
